celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_withdrew,is_controversial,contestants,weeks,judges,voting_method,is_allstar,active_weeks,week1_total,week1_avg,week2_total,week2_avg,week3_total,week3_avg,week4_total,week4_avg,week5_total,week5_avg,week6_total,week6_avg,week7_total,week7_avg,week8_total,week8_avg,week9_total,week9_avg,week10_total,week10_avg,week11_total,week11_avg,overall_avg_score,elimination_week,is_finalist,final_rank
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,6,20.0,6.666666666666667,23.0,7.666666666666667,24.0,8.0,26.0,8.666666666666666,25.0,8.333333333333334,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.888888888888889,6.0,False,
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,7,23.0,7.666666666666667,23.5,7.833333333333333,26.0,8.666666666666666,22.0,7.333333333333333,26.0,8.666666666666666,26.0,8.666666666666666,26.5,8.833333333333334,0.0,0.0,0.0,0.0,0.0,,0.0,,8.238095238095237,7.0,False,
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6.0,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,1,17.5,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,5.833333333333333,1.0,False,
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,False,True,13,9,3,percentage,False,9,20.0,6.666666666666667,19.5,6.5,23.0,7.666666666666667,20.0,6.666666666666667,21.0,7.0,22.0,7.333333333333333,26.5,8.833333333333334,22.5,7.5,27.0,9.0,0.0,,0.0,,7.462962962962963,,True,1.0
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,4,23.0,7.666666666666667,26.0,8.666666666666666,27.0,9.0,26.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.5,4.0,False,
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,False,False,13,9,3,percentage,False,9,22.0,7.333333333333333,24.5,8.166666666666666,26.0,8.666666666666666,25.0,8.333333333333334,29.0,9.666666666666666,27.0,9.0,27.5,9.166666666666666,29.0,9.666666666666666,28.5,9.5,0.0,,0.0,,8.833333333333334,,False,
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,3,percentage,False,8,14.0,4.666666666666667,17.5,5.833333333333333,18.0,6.0,15.0,5.0,17.0,5.666666666666667,22.0,7.333333333333333,23.5,7.833333333333333,23.0,7.666666666666667,0.0,0.0,0.0,,0.0,,6.25,8.0,False,
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,6.0,6.0,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.6666,8.6666,8.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,8,15.0,5.0,21.0,7.0,24.0,8.0,26.0,6.5,24.0,8.0,27.0,9.0,24.0,8.0,25.9998,8.6666,0.0,0.0,0.0,0.0,0.0,0.0,7.479991999999999,8.0,False,
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,7.0,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,8.5,9.5,9.0,8.5,8.5,8.5,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,10,21.0,7.0,20.0,6.666666666666667,23.0,7.666666666666667,28.0,7.0,26.0,8.666666666666666,27.0,9.0,27.0,9.0,31.9998,10.6666,36.0,9.0,25.5,8.5,0.0,0.0,8.296868750000002,10.0,False,
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,9.0,8.0,9.0,,9.0,8.0,9.0,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9.0,9.0,9.5,9.5,9.5,9.5,9.5,,10.0,9.5,10.0,,False,False,12,11,4,rank,False,11,16.0,5.333333333333333,20.0,6.666666666666667,20.0,6.666666666666667,32.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,25.5,8.5,29.9998,9.999933333333333,37.0,9.25,28.5,9.5,29.5,9.833333333333334,8.299994285714286,,True,2.0
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,True,False,12,11,4,rank,False,2,15.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,False,
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,4,11.0,3.6666666666666665,12.0,4.0,12.0,4.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.230769230769231,4.0,False,
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,6,18.0,6.0,18.0,6.0,23.0,7.666666666666667,31.0,7.75,24.0,8.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.421052631578948,6.0,False,
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,9,12.0,4.0,16.0,5.333333333333333,15.0,5.0,21.0,5.25,19.0,6.333333333333333,21.0,7.0,21.0,7.0,20.0,6.666666666666667,25.0,6.25,0.0,0.0,0.0,0.0,5.862068965517241,9.0,False,
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,2,17.0,5.666666666666667,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,2.0,False,
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,False,False,12,11,4,rank,False,11,19.0,6.333333333333333,19.0,6.333333333333333,20.0,6.666666666666667,32.0,8.0,23.0,7.666666666666667,26.0,8.666666666666666,27.0,9.0,24.0,8.0,35.0,8.75,27.0,9.0,28.5,9.5,8.014285714285714,,False,
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,False,False,12,11,4,rank,False,11,16.0,5.333333333333333,20.0,6.666666666666667,24.0,8.0,32.0,8.0,27.0,9.0,25.0,8.333333333333334,27.0,9.0,30.0,10.0,40.0,10.0,29.5,9.833333333333334,30.0,10.0,8.585714285714285,,True,3.0
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,12,11,4,rank,False,7,17.0,5.666666666666667,19.0,6.333333333333333,16.0,5.333333333333333,28.0,7.0,21.0,7.0,25.0,8.333333333333334,24.5,8.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.840909090909091,7.0,False,
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,False,False,12,11,4,rank,False,11,20.0,6.666666666666667,24.0,8.0,21.0,7.0,32.0,8.0,25.0,8.333333333333334,24.0,8.0,26.0,8.666666666666666,30.9998,10.333266666666667,35.5,8.875,27.0,9.0,29.0,9.666666666666666,8.414280000000002,,True,1.0
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,4,18.0,6.0,18.0,6.0,15.0,5.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,False,
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,5,18.0,6.0,20.0,6.666666666666667,20.0,6.666666666666667,21.0,7.0,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.533333333333333,5.0,False,
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,8,13.0,4.333333333333333,18.0,6.0,22.0,7.333333333333333,22.0,7.333333333333333,19.0,6.333333333333333,24.0,8.0,26.0,8.666666666666666,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.125,8.0,False,
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,10,21.0,7.0,15.0,5.0,18.0,6.0,28.0,9.333333333333334,24.0,8.0,18.0,6.0,27.0,9.0,26.9998,8.999933333333333,28.9998,9.6666,28.5,9.5,0.0,0.0,7.849986666666665,10.0,False,
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,False,False,15,11,3,rank,False,11,21.0,7.0,21.0,7.0,19.0,6.333333333333333,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,28.9998,9.6666,25.9998,8.6666,29.0,9.666666666666666,30.0,10.0,8.363624242424242,,False,
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,2,12.0,4.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.0,False,
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,6,17.0,5.666666666666667,18.0,6.0,22.0,7.333333333333333,22.0,7.333333333333333,21.0,7.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.722222222222222,6.0,False,
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,10,18.0,6.0,18.0,6.0,24.0,8.0,24.0,8.0,29.0,9.666666666666666,22.0,7.333333333333333,27.0,9.0,30.0,10.0,30.0,10.0,28.5,9.5,0.0,0.0,8.35,10.0,False,
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,False,False,15,11,3,rank,False,11,20.0,6.666666666666667,21.0,7.0,24.0,8.0,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,30.0,10.0,30.0,10.0,28.9998,9.6666,30.0,10.0,30.0,10.0,8.787872727272728,,True,2.0
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,9,18.0,6.0,19.0,6.333333333333333,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,27.0,9.0,24.9998,8.333266666666667,0.0,0.0,0.0,0.0,7.8148074074074065,9.0,False,
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,False,False,15,11,3,rank,False,11,16.0,5.333333333333333,18.0,6.0,18.0,6.0,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,28.5,9.5,7.651515151515151,,True,3.0
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Non-US,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,False,False,15,11,3,rank,False,11,20.0,6.666666666666667,22.0,7.333333333333333,23.0,7.666666666666667,25.0,8.333333333333334,27.0,9.0,27.0,9.0,24.0,8.0,28.0,9.333333333333334,30.0,10.0,30.0,10.0,30.0,10.0,8.666666666666666,,True,1.0
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,3,11.0,3.6666666666666665,16.0,5.333333333333333,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,3.0,False,
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,7,19.0,6.333333333333333,16.0,5.333333333333333,21.0,7.0,24.0,8.0,26.0,8.666666666666666,27.0,9.0,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.380952380952381,7.0,False,
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,True,False,15,11,3,rank,False,7,18.0,6.0,18.0,6.0,22.0,7.333333333333333,21.0,7.0,24.0,8.0,25.0,8.333333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.285714285714286,-1.0,False,
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,2,13.0,3.25,15.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,False,
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,4,24.0,6.0,23.0,5.75,19.0,6.333333333333333,26.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.133333333333334,4.0,False,
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,9,26.0,6.5,27.0,6.75,23.0,7.666666666666667,36.5,9.125,36.0,9.0,34.0,8.5,38.0,9.5,42.0,10.5,36.0,9.0,0.0,0.0,0.0,,8.528571428571428,9.0,False,
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,4,24.0,6.0,22.0,5.5,20.0,6.666666666666667,28.5,7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.3,4.0,False,
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,7,24.0,6.0,26.0,6.5,22.0,7.333333333333333,32.5,8.125,32.0,8.0,34.0,8.5,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.5,7.0,False,
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,9,28.0,7.0,28.0,7.0,21.0,7.0,34.0,8.5,36.0,9.0,36.0,9.0,34.0,8.5,42.0,10.5,37.5,9.375,0.0,0.0,0.0,,8.471428571428572,9.0,False,
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,False,False,15,10,4,rank,False,10,21.0,5.25,25.0,6.25,19.0,6.333333333333333,31.5,7.875,28.0,7.0,40.0,10.0,34.0,8.5,35.0,8.75,37.5,9.375,40.0,10.0,0.0,,7.9743589743589745,,True,1.0
