celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge_scores,total_score,avg_score,min_score,max_score,num_judges,score_std,judge_rank,contestants_this_week,judge_score_pct,is_last_week,is_eliminated,judge_rank_pct,score_vs_week_avg,score_vs_week_max,cumulative_avg_score,actual_voting_method,is_controversial
Harry Jowsey,Rylee Arnold,TV Personality,Non-US,Australia,26,32,Eliminated Week 9,6,6,"[7.25, 7.25, 7.25, 7.25]",29.0,7.25,7.25,7.25,4,0.0,9.0,9,9.006211180124224,False,False,1.0,-6.777777777777779,13.0,18.0,rank,False
Harry Jowsey,Rylee Arnold,TV Personality,Non-US,Australia,26,32,Eliminated Week 9,6,7,"[8.0, 8.0, 8.0, 8.0]",32.0,8.0,8.0,8.0,4,0.0,8.0,8,11.347517730496454,False,False,1.0,-3.25,5.0,19.833333333333332,rank,False
Harry Jowsey,Rylee Arnold,TV Personality,Non-US,Australia,26,32,Eliminated Week 9,6,8,"[7.0, 7.0, 7.0, 7.0]",28.0,7.0,7.0,7.0,4,0.0,7.0,7,11.067193675889328,False,False,1.0,-8.142857142857146,14.0,21.571428571428573,rank,False
Harry Jowsey,Rylee Arnold,TV Personality,Non-US,Australia,26,32,Eliminated Week 9,6,9,"[8.0, 7.0, 8.0, 7.0]",30.0,7.5,7.0,8.0,4,0.5,6.0,6,13.574660633484163,True,True,1.0,-6.833333333333336,13.0,22.375,rank,False
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,1,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,9.0,14,6.493506493506493,False,False,0.6428571428571429,-1.5,7.0,,rank,False
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,2,"[6.0, 5.0, 5.0]",16.0,5.333333333333333,5.0,6.0,3,0.4714045207910317,9.0,13,6.722689075630252,True,True,0.6923076923076923,-2.3076923076923066,8.0,15.0,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,1,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,2.0,14,9.090909090909092,False,False,0.14285714285714285,4.5,1.0,,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,13,10.084033613445378,False,False,0.07692307692307693,5.692307692307693,0.0,21.0,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,3,"[9.0, 8.0, 9.0, 8.0]",34.0,8.5,8.0,9.0,4,0.5,1.0,12,10.526315789473683,False,False,0.08333333333333333,7.083333333333332,0.0,22.5,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,4,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,3.0,11,10.0,False,False,0.2727272727272727,2.1818181818181834,3.0,26.333333333333332,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,5,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,3.0,10,11.25,False,False,0.3,3.0,1.0,25.75,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,6,"[9.75, 9.75, 9.75, 9.75]",39.0,9.75,9.75,9.75,4,0.0,3.0,9,12.111801242236025,False,False,0.3333333333333333,3.2222222222222214,3.0,26.0,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7,"[8.5, 8.5, 10.0, 9.0]",36.0,9.0,8.5,10.0,4,0.6123724356957945,4.0,8,12.76595744680851,False,False,0.5,0.75,1.0,28.166666666666668,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,8,"[8.0, 9.0, 8.0, 8.0]",33.0,8.25,8.0,9.0,4,0.4330127018922193,6.0,7,13.043478260869565,False,False,0.8571428571428571,-3.142857142857146,9.0,29.285714285714285,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,9,"[10.75, 10.75, 10.75, 10.75]",43.0,10.75,10.75,10.75,4,0.0,1.0,6,19.457013574660635,False,False,0.16666666666666666,6.166666666666664,0.0,29.75,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,10,"[9.5, 9.5, 9.5]",28.5,9.5,9.5,9.5,3,0.0,4.0,5,20.0,False,False,0.8,0.0,1.5,31.22222222222222,rank,False
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,11,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,5,20.618556701030926,True,False,0.2,0.8999999999999986,0.0,30.95,rank,False
Lele Pons,Brandon Armstrong,Social Media Personality,Non-US,Venezuela,27,32,Eliminated Week 7,8,1,"[6.0, 7.0, 6.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,4.0,14,8.225108225108226,False,False,0.2857142857142857,2.5,3.0,,rank,False
Lele Pons,Brandon Armstrong,Social Media Personality,Non-US,Venezuela,27,32,Eliminated Week 7,8,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,3.0,13,8.823529411764707,False,False,0.23076923076923078,2.6923076923076934,3.0,19.0,rank,False
Lele Pons,Brandon Armstrong,Social Media Personality,Non-US,Venezuela,27,32,Eliminated Week 7,8,3,"[7.0, 6.0, 7.0, 7.0]",27.0,6.75,6.0,7.0,4,0.4330127018922193,5.0,12,8.359133126934983,False,False,0.4166666666666667,0.08333333333333215,7.0,20.0,rank,False
Lele Pons,Brandon Armstrong,Social Media Personality,Non-US,Venezuela,27,32,Eliminated Week 7,8,4,"[7.0, 7.0, 8.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,5.0,11,9.166666666666666,False,False,0.45454545454545453,0.18181818181818343,5.0,22.333333333333332,rank,False
Lele Pons,Brandon Armstrong,Social Media Personality,Non-US,Venezuela,27,32,Eliminated Week 7,8,5,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,4.0,10,10.0,False,False,0.4,0.0,4.0,22.25,rank,False
Lele Pons,Brandon Armstrong,Social Media Personality,Non-US,Venezuela,27,32,Eliminated Week 7,8,6,"[9.0, 9.0, 9.0, 10.0]",37.0,9.25,9.0,10.0,4,0.4330127018922193,5.0,9,11.490683229813664,False,False,0.5555555555555556,1.2222222222222214,5.0,22.6,rank,False
Lele Pons,Brandon Armstrong,Social Media Personality,Non-US,Venezuela,27,32,Eliminated Week 7,8,7,"[9.5, 9.0, 9.0, 9.0]",36.5,9.125,9.0,9.5,4,0.21650635094610965,3.0,8,12.943262411347517,True,True,0.375,1.25,0.5,25.0,rank,False
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,1,"[4.0, 4.0, 4.0]",12.0,4.0,4.0,4.0,3,0.0,12.0,14,5.194805194805195,True,True,0.8571428571428571,-4.5,10.0,,rank,False
Mauricio Umansky,Emma Slater,TV Personality,Non-US,Mexico,53,32,Eliminated Week 6,9,1,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,9.0,14,6.493506493506493,False,False,0.6428571428571429,-1.5,7.0,,rank,False
Mauricio Umansky,Emma Slater,TV Personality,Non-US,Mexico,53,32,Eliminated Week 6,9,2,"[4.0, 4.0, 4.0]",12.0,4.0,4.0,4.0,3,0.0,13.0,13,5.042016806722689,False,False,1.0,-6.307692307692307,12.0,15.0,rank,False
Mauricio Umansky,Emma Slater,TV Personality,Non-US,Mexico,53,32,Eliminated Week 6,9,3,"[7.0, 5.0, 6.0, 5.0]",23.0,5.75,5.0,7.0,4,0.82915619758885,10.0,12,7.120743034055728,False,False,0.8333333333333334,-3.916666666666668,11.0,13.5,rank,False
Mauricio Umansky,Emma Slater,TV Personality,Non-US,Mexico,53,32,Eliminated Week 6,9,4,"[7.0, 6.0, 6.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,9.0,11,7.916666666666666,False,False,0.8181818181818182,-2.8181818181818166,8.0,16.666666666666668,rank,False
Mauricio Umansky,Emma Slater,TV Personality,Non-US,Mexico,53,32,Eliminated Week 6,9,5,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,4.0,10,10.0,False,False,0.4,0.0,4.0,17.25,rank,False
Mauricio Umansky,Emma Slater,TV Personality,Non-US,Mexico,53,32,Eliminated Week 6,9,6,"[8.5, 8.5, 7.5, 8.5]",33.0,8.25,7.5,8.5,4,0.4330127018922193,6.0,9,10.248447204968944,True,True,0.6666666666666666,-2.7777777777777786,9.0,18.6,rank,False
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,1,"[6.0, 5.0, 6.0]",17.0,5.666666666666667,5.0,6.0,3,0.4714045207910317,7.0,14,7.35930735930736,False,False,0.5,0.5,5.0,,rank,False
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,2,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,7.0,13,7.563025210084033,False,False,0.5384615384615384,-0.3076923076923066,6.0,17.0,rank,False
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,3,"[6.0, 6.0, 7.0, 7.0]",26.0,6.5,6.0,7.0,4,0.5,6.0,12,8.04953560371517,False,False,0.5,-0.9166666666666679,8.0,17.5,rank,False
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,4,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,6.0,11,8.75,False,False,0.5454545454545454,-0.8181818181818166,6.0,20.333333333333332,rank,False
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,5,"[7.0, 8.0, 7.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,8.0,10,9.166666666666666,True,True,0.8,-2.0,6.0,20.5,rank,False
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,1,"[4.0, 4.0, 4.0]",12.0,4.0,4.0,4.0,3,0.0,12.0,14,5.194805194805195,False,False,0.8571428571428571,-4.5,10.0,,rank,False
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,2,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,7.0,13,7.563025210084033,False,False,0.5384615384615384,-0.3076923076923066,6.0,12.0,rank,False
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,3,"[5.0, 5.0, 5.0, 5.0]",20.0,5.0,5.0,5.0,4,0.0,12.0,12,6.191950464396285,True,True,1.0,-6.916666666666668,14.0,15.0,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,1,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,5.0,14,7.792207792207792,False,False,0.35714285714285715,1.5,4.0,,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,13,10.084033613445378,False,False,0.07692307692307693,5.692307692307693,0.0,18.0,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,3,"[8.0, 8.0, 8.0, 8.0]",32.0,8.0,8.0,8.0,4,0.0,3.0,12,9.907120743034056,False,False,0.25,5.083333333333332,2.0,21.0,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,4,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,11,11.25,False,False,0.09090909090909091,5.181818181818183,0.0,24.666666666666668,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,5,"[9.0, 10.0, 9.0]",28.0,9.333333333333334,9.0,10.0,3,0.4714045207910317,1.0,10,11.666666666666666,False,False,0.1,4.0,0.0,25.25,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6,"[10.25, 10.25, 11.25, 10.25]",42.0,10.5,10.25,11.25,4,0.4330127018922193,1.0,9,13.043478260869565,False,False,0.1111111111111111,6.222222222222221,0.0,25.8,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,7,"[9.5, 9.0, 9.5, 9.0]",37.0,9.25,9.0,9.5,4,0.25,1.0,8,13.120567375886525,False,False,0.125,1.75,0.0,28.5,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,8,"[10.0, 10.0, 10.0, 10.0]",40.0,10.0,10.0,10.0,4,0.0,2.0,7,15.810276679841898,False,False,0.2857142857142857,3.857142857142854,2.0,29.714285714285715,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,9,"[9.75, 9.75, 10.75, 10.75]",41.0,10.25,9.75,10.75,4,0.5,2.0,6,18.552036199095024,False,False,0.3333333333333333,4.166666666666664,2.0,31.0,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,10,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,5,21.052631578947366,False,False,0.2,1.5,0.0,32.111111111111114,rank,False
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,11,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,5,20.618556701030926,True,False,0.2,0.8999999999999986,0.0,31.9,rank,False
Anna Delvey,Ezra Sosa,Con artist,Non-US,Russia,33,33,Eliminated Week 2,12,1,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,8.0,13,7.28744939271255,False,False,0.6153846153846154,-1.0,5.0,,rank,False
Anna Delvey,Ezra Sosa,Con artist,Non-US,Russia,33,33,Eliminated Week 2,12,2,"[6.0, 5.0, 6.0]",17.0,5.666666666666667,5.0,6.0,3,0.4714045207910317,11.0,13,6.5891472868217065,True,True,0.8461538461538461,-2.8461538461538467,7.0,18.0,rank,False
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,1,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,8.0,13,7.28744939271255,False,False,0.6153846153846154,-1.0,5.0,,rank,False
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,2,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,8.0,13,7.751937984496124,False,False,0.6153846153846154,0.1538461538461533,4.0,18.0,rank,False
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,3,"[7.5, 7.5, 8.0, 7.5]",30.5,7.625,7.5,8.0,4,0.21650635094610965,5.0,11,9.59119496855346,False,False,0.45454545454545453,1.59090909090909,4.5,19.0,rank,False
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,4,"[8.0, 8.0, 8.0, 8.0]",32.0,8.0,8.0,8.0,4,0.0,4.0,9,10.884353741496598,True,True,0.4444444444444444,-0.6666666666666643,4.0,22.833333333333332,rank,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,1,"[8.0, 7.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,1.0,13,9.31174089068826,False,False,0.07692307692307693,4.0,0.0,,rank,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,13,9.30232558139535,False,False,0.07692307692307693,4.153846153846153,0.0,23.0,rank,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,3,"[8.5, 8.5, 9.0, 8.5]",34.5,8.625,8.5,9.0,4,0.21650635094610965,2.0,11,10.849056603773585,False,False,0.18181818181818182,5.59090909090909,0.5,23.5,rank,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,4,"[8.0, 8.0, 8.0, 8.0]",32.0,8.0,8.0,8.0,4,0.0,4.0,9,10.884353741496598,False,False,0.4444444444444444,-0.6666666666666643,4.0,27.166666666666668,rank,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,5,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,8,13.366336633663368,False,False,0.125,1.75,0.0,28.375,rank,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,6,"[10.0, 11.0, 11.0]",32.0,10.666666666666666,10.0,11.0,3,0.4714045207910317,1.0,7,15.53398058252427,False,False,0.14285714285714285,2.571428571428573,0.0,28.1,rank,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,7,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,6,18.75,False,False,0.16666666666666666,3.333333333333332,0.0,28.75,rank,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8,"[9.5, 9.5, 10.0]",29.0,9.666666666666666,9.5,10.0,3,0.23570226039551584,1.0,5,20.714285714285715,False,False,0.2,1.0,0.0,28.928571428571427,rank,False
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,9,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,5,20.618556701030926,True,False,0.2,0.8999999999999986,0.0,28.9375,rank,False
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,1,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,5.0,13,8.097165991902834,False,False,0.38461538461538464,1.0,3.0,,rank,False
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,5.0,13,8.13953488372093,False,False,0.38461538461538464,1.1538461538461533,3.0,20.0,rank,False
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,3,"[7.5, 7.5, 8.0, 7.0]",30.0,7.5,7.0,8.0,4,0.3535533905932738,6.0,11,9.433962264150944,False,False,0.5454545454545454,1.09090909090909,5.0,20.5,rank,False
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,4,"[9.0, 9.0, 9.0, 9.0]",36.0,9.0,9.0,9.0,4,0.0,1.0,9,12.244897959183673,False,False,0.1111111111111111,3.3333333333333357,0.0,23.666666666666668,rank,False
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,5,"[8.5, 8.5, 8.5]",25.5,8.5,8.5,8.5,3,0.0,4.0,8,12.623762376237623,False,False,0.5,0.25,1.5,26.75,rank,False
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,6,"[10.0, 9.0, 9.0]",28.0,9.333333333333334,9.0,10.0,3,0.4714045207910317,5.0,7,13.592233009708737,False,False,0.7142857142857143,-1.428571428571427,4.0,26.5,rank,False
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7,"[8.5, 8.5, 8.5]",25.5,8.5,8.5,8.5,3,0.0,5.0,6,15.937499999999998,False,False,0.8333333333333334,-1.1666666666666679,4.5,26.75,rank,False
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,8,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,4.0,5,19.28571428571429,False,False,0.8,-1.0,2.0,26.571428571428573,rank,False
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,9,"[9.0, 9.5, 9.5]",28.0,9.333333333333334,9.0,9.5,3,0.23570226039551584,5.0,5,19.243986254295535,True,True,1.0,-1.1000000000000014,2.0,26.625,rank,False
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,1,"[8.0, 7.0, 7.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,2.0,13,8.906882591093117,False,False,0.15384615384615385,3.0,1.0,,rank,False
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,2,"[8.0, 7.0, 7.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,2.0,13,8.527131782945736,False,False,0.15384615384615385,2.1538461538461533,2.0,22.0,rank,False
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,3,"[7.0, 6.5, 6.0, 6.5]",26.0,6.5,6.0,7.0,4,0.3535533905932738,9.0,11,8.176100628930817,False,False,0.8181818181818182,-2.90909090909091,9.0,22.0,rank,False
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,4,"[7.0, 8.0, 7.0, 7.0]",29.0,7.25,7.0,8.0,4,0.4330127018922193,9.0,9,9.863945578231291,False,False,1.0,-3.6666666666666643,7.0,23.333333333333332,rank,False
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,5,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,6.0,8,11.881188118811881,False,False,0.75,-1.25,3.0,24.75,rank,False
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,6,"[11.0, 10.0, 10.0]",31.0,10.333333333333334,10.0,11.0,3,0.4714045207910317,3.0,7,15.048543689320388,False,False,0.42857142857142855,1.571428571428573,1.0,24.6,rank,False
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,6.0,6,15.0,True,True,1.0,-2.666666666666668,6.0,25.666666666666668,rank,False
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,1,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,13.0,13,6.0728744939271255,False,False,1.0,-4.0,8.0,,rank,False
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,2,"[6.0, 4.0, 5.0]",15.0,5.0,4.0,6.0,3,0.816496580927726,12.0,13,5.813953488372093,False,False,0.9230769230769231,-4.846153846153847,9.0,15.0,rank,False
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,3,"[6.5, 5.5, 5.5, 5.5]",23.0,5.75,5.5,6.5,4,0.4330127018922193,10.0,11,7.232704402515723,True,True,0.9090909090909091,-5.90909090909091,12.0,15.0,rank,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,1,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,8.0,13,7.28744939271255,False,False,0.6153846153846154,-1.0,5.0,,rank,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,5.0,13,8.13953488372093,False,False,0.38461538461538464,1.1538461538461533,3.0,18.0,rank,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,3,"[7.5, 7.0, 7.0, 6.5]",28.0,7.0,6.5,7.5,4,0.3535533905932738,7.0,11,8.80503144654088,False,False,0.6363636363636364,-0.9090909090909101,7.0,19.5,rank,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,4,"[8.0, 8.0, 8.0, 8.0]",32.0,8.0,8.0,8.0,4,0.0,4.0,9,10.884353741496598,False,False,0.4444444444444444,-0.6666666666666643,4.0,22.333333333333332,rank,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,5,"[9.0, 8.5, 8.5]",26.0,8.666666666666666,8.5,9.0,3,0.23570226039551584,2.0,8,12.871287128712872,False,False,0.25,0.75,1.0,24.75,rank,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,7.0,7,11.650485436893204,False,False,1.0,-5.428571428571427,8.0,25.0,rank,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,7,"[9.0, 8.5, 8.5]",26.0,8.666666666666666,8.5,9.0,3,0.23570226039551584,4.0,6,16.25,False,False,0.6666666666666666,-0.6666666666666679,4.0,24.833333333333332,rank,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,8,"[9.5, 9.5, 9.5]",28.5,9.5,9.5,9.5,3,0.0,3.0,5,20.357142857142858,False,False,0.6,0.5,0.5,25.0,rank,False
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,9,"[9.5, 9.5, 9.5]",28.5,9.5,9.5,9.5,3,0.0,4.0,5,19.587628865979383,True,False,0.8,-0.6000000000000014,1.5,25.4375,rank,False
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,1,"[7.0, 6.0, 6.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,6.0,13,7.6923076923076925,False,False,0.46153846153846156,0.0,4.0,,rank,False
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,2,"[6.0, 6.0, 7.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,9.0,13,7.3643410852713185,False,False,0.6923076923076923,-0.8461538461538467,5.0,19.0,rank,False
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,3,"[8.0, 8.0, 7.0, 8.0]",31.0,7.75,7.0,8.0,4,0.4330127018922193,3.0,11,9.748427672955975,False,False,0.2727272727272727,2.09090909090909,4.0,19.0,rank,False
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,4,"[8.0, 8.0, 8.0, 8.0]",32.0,8.0,8.0,8.0,4,0.0,4.0,9,10.884353741496598,False,False,0.4444444444444444,-0.6666666666666643,4.0,23.0,rank,False
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,5,"[8.5, 8.5, 8.5]",25.5,8.5,8.5,8.5,3,0.0,4.0,8,12.623762376237623,False,False,0.5,0.25,1.5,25.25,rank,False
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,6,"[11.0, 10.0, 10.0]",31.0,10.333333333333334,10.0,11.0,3,0.4714045207910317,3.0,7,15.048543689320388,True,True,0.42857142857142855,1.571428571428573,1.0,25.3,rank,False
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,1,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,3.0,13,8.502024291497975,False,False,0.23076923076923078,2.0,2.0,,rank,False
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,2,"[8.0, 7.0, 7.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,2.0,13,8.527131782945736,False,False,0.15384615384615385,2.1538461538461533,2.0,21.0,rank,False
