season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age,placement,results,last_week,weeks_competed,total_score_sum,total_score_mean,total_score_std,avg_judge_score,avg_weekly_rank,season_contestants,wins,top3_finishes,pro_avg_placement,pro_avg_score,career_span,total_pageviews,avg_daily_pageviews,num_weeks,year,age_group,is_us,pro_experience_level
29,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,11,Eliminated Week 6,6,6,121.0,20.166666666666668,2.136976056643281,6.722222222222222,8.166666666666666,15,2,2,7.4,7.12,20,42726.0,601.8,11,2019,35-45,True,Veteran
30,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4,4th Place,10,10,349.5,34.95,5.68843856724614,8.9375,2.5,15,1,2,6.11,7.69,9,437112.0,6829.9,10,2020,35-45,True,Experienced
30,Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,13,Eliminated Week 4,4,4,92.0,23.0,2.943920288775949,6.145833333333333,11.75,15,1,5,6.57,7.5,15,702384.0,10974.8,10,2020,45-55,True,Veteran
30,Christine Chiu,Pasha Pashkov,TV Personality,Non-US,Taiwan China,38,14,Eliminated Week 3,3,3,70.0,23.333333333333332,2.081665999466132,6.416666666666667,8.0,15,0,1,10.43,6.61,7,53085.0,829.5,10,2020,35-45,False,Experienced
30,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3,3rd Place,10,10,310.5,31.05,6.9938465016676545,7.9125,7.8,15,2,8,5.8,7.65,30,39434.0,616.2,10,2020,25-35,True,Veteran
30,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1,1st Place,10,10,311.0,31.1,7.589466384404112,7.933333333333333,7.3,15,1,3,4.6,7.85,5,354856.0,5544.6,10,2020,25-35,True,Experienced
30,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,7,Eliminated Week 8,8,8,243.5,30.4375,6.821381824821126,7.817708333333334,7.125,15,1,1,7.94,6.81,17,256049.0,4000.8,10,2020,35-45,True,Veteran
30,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2,2nd Place,10,10,359.0,35.9,5.933895104491747,9.175,1.6,15,2,4,6.44,7.21,12,1072075.0,16751.2,10,2020,<25,True,Veteran
30,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,10,Eliminated Week 6,6,6,168.5,28.083333333333332,5.499242372060597,7.3125,7.5,15,0,1,9.12,7.45,8,166572.0,2602.7,10,2020,45-55,True,Experienced
30,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,15,Eliminated Week 2,2,2,28.0,14.0,1.4142135623730951,3.5,15.0,15,0,0,10.0,6.12,6,165204.0,2581.3,10,2020,55+,True,Experienced
30,Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,12,Eliminated Week 4,4,4,94.5,23.625,3.637192140465866,6.322916666666667,11.25,15,1,4,5.4,7.58,15,281.0,4.5,10,2020,25-35,True,Veteran
30,Melanie C,Gleb Savchenko,Singer/Rapper,Non-US,England,47,11,Eliminated Week 5,5,5,148.0,29.6,5.412947441089743,7.766666666666666,4.2,15,0,0,8.46,7.32,19,299886.0,4685.7,10,2020,45-55,False,Veteran
30,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,6,Eliminated Week 9,9,9,298.5,33.166666666666664,6.344288770224761,8.50462962962963,3.888888888888889,15,1,1,7.42,7.56,14,455402.0,7115.7,10,2020,45-55,True,Veteran
30,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,9,Eliminated Week 7,7,7,202.5,28.928571428571427,4.799553550666382,7.494047619047619,7.857142857142857,15,1,5,5.5,7.91,16,230030.0,3594.2,10,2020,35-45,True,Veteran
30,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,8,Eliminated Week 8,8,8,261.0,32.625,6.457277179386724,8.40625,3.75,15,3,9,5.26,8.37,20,236534.0,3695.8,10,2020,<25,True,Veteran
30,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,5,Eliminated Week 9,9,9,296.5,32.94444444444444,6.277163195088828,8.430555555555555,3.888888888888889,15,0,2,6.08,8.14,17,120759.0,1886.9,10,2020,<25,True,Veteran
31,Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1,1st Place,10,10,379.0,37.9,4.458450154232722,9.475,1.0,16,3,10,5.19,8.31,30,470844.0,7356.9,10,2020,<25,True,Veteran
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,14,Eliminated Week 3,3,3,66.0,22.0,1.7320508075688772,5.5,12.666666666666666,16,0,1,7.0,7.11,31,174009.0,2718.9,10,2020,55+,True,Veteran
31,Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,5,Eliminated Week 9,9,9,293.5,32.611111111111114,3.911343900900446,8.152777777777779,6.111111111111111,16,0,0,10.0,6.12,6,156570.0,2446.4,10,2020,25-35,True,Experienced
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2,2nd Place,10,10,362.5,36.25,4.250816914952283,9.0625,2.2,16,3,9,5.26,8.37,20,137227.0,2144.2,10,2020,25-35,True,Veteran
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,8,Eliminated Week 8,8,8,263.0,32.875,4.793969425970806,8.21875,5.5,16,1,1,7.42,7.56,14,470844.0,7356.9,10,2020,45-55,True,Veteran
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,16,Eliminated Week 1,1,1,18.0,18.0,,4.5,15.0,16,2,2,7.4,7.12,20,100735.0,1574.0,10,2020,45-55,True,Veteran
31,Jessie James Decker,Alan Bersten,Singer/Rapper,Non-US,Italy,34,10,Eliminated Week 6,6,6,170.0,28.333333333333332,5.750362307426086,7.083333333333333,9.833333333333334,16,1,2,6.11,7.69,9,169229.0,2644.2,10,2020,25-35,False,Experienced
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,9,Eliminated Week 7,7,7,220.0,31.428571428571427,3.9626229889280347,7.857142857142857,7.0,16,0,1,9.12,7.45,8,178034.0,2781.8,10,2020,25-35,True,Experienced
31,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,11,Eliminated Week 5,5,5,139.0,27.8,4.764451699828639,6.95,10.0,16,1,3,4.6,7.85,5,291203.0,4550.0,10,2020,<25,True,Experienced
31,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,13,Eliminated Week 4,4,4,96.0,24.0,2.70801280154532,6.0,12.0,16,2,8,5.8,7.65,30,68535.0,1070.9,10,2020,55+,True,Veteran
31,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,12,Withdrew,5,5,156.0,31.2,5.215361924162119,7.8,5.6,16,0,2,6.08,8.14,17,657933.0,10280.2,10,2020,45-55,True,Veteran
31,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4,4th Place,10,10,345.5,34.55,4.781038938696623,8.6375,4.3,16,0,0,8.46,7.32,19,136614.0,2134.6,10,2020,35-45,True,Veteran
31,Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,15,Eliminated Week 2,2,2,43.0,21.5,2.1213203435596424,5.375,13.0,16,0,1,10.43,6.61,7,110157.0,1721.2,10,2020,45-55,True,Experienced
31,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,6,Eliminated Week 9,9,9,286.5,31.833333333333332,5.958187643906494,7.958333333333333,6.555555555555555,16,1,1,7.94,6.81,17,301354.0,4708.7,10,2020,35-45,True,Veteran
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,7,Eliminated Week 8,8,8,215.5,26.9375,4.799088455113117,6.734375,10.875,16,0,0,10.5,5.37,2,85859.0,1341.5,10,2020,25-35,True,New
31,Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3,3rd Place,10,10,362.5,36.25,4.614289399969042,9.0625,2.2,16,1,5,5.5,7.91,16,307369.0,4802.6,10,2020,45-55,True,Veteran
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,11,Eliminated Week 4,4,4,76.0,19.0,3.1622776601683795,5.875,8.0,14,0,0,10.0,6.12,6,347558.0,6097.5,11,2021,35-45,True,Experienced
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5,5th Place,11,11,281.0,25.545454545454547,7.424468147465331,7.318181818181818,7.0,14,0,2,6.08,8.14,17,604544.0,10606.0,11,2021,45-55,True,Veteran
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3,3rd Place,11,11,339.5,30.863636363636363,7.836105247796603,8.840909090909092,2.5454545454545454,14,0,1,10.43,6.61,7,295289.0,5180.5,11,2021,35-45,True,Experienced
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,7,Eliminated Week 8,8,8,197.5,24.6875,7.887320294534222,6.932291666666666,7.25,14,2,2,7.4,7.12,20,682230.0,11968.9,11,2021,55+,True,Veteran
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4,4th Place,11,11,337.0,30.636363636363637,6.557785102803038,8.825757575757576,2.727272727272727,14,1,1,7.42,7.56,14,,,11,2021,25-35,True,Veteran
32,Harry Jowsey,Rylee Arnold,TV Personality,Non-US,Australia,26,6,Eliminated Week 9,9,9,209.0,23.22222222222222,7.120003121097943,6.416666666666667,8.444444444444445,14,0,0,6.67,7.22,3,57964.0,1016.9,11,2021,25-35,False,New
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,13,Eliminated Week 2,2,2,31.0,15.5,0.7071067811865476,5.166666666666666,9.0,14,1,2,6.11,7.69,9,1246745.0,21872.7,11,2021,25-35,True,Experienced
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2,2nd Place,11,11,339.5,30.863636363636363,6.834072391667025,8.886363636363637,2.6363636363636362,14,1,3,4.6,7.85,5,500200.0,8775.4,11,2021,45-55,True,Experienced
32,Lele Pons,Brandon Armstrong,Social Media Personality,Non-US,Venezuela,27,8,Eliminated Week 7,7,7,186.5,26.642857142857142,7.341175460568774,7.684523809523809,4.142857142857143,14,0,1,9.12,7.45,8,270624.0,4747.8,11,2021,25-35,False,Experienced
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,14,Eliminated Week 1,1,1,12.0,12.0,,4.0,12.0,14,0,0,10.5,5.37,2,139834.0,2453.2,11,2021,55+,True,New
32,Mauricio Umansky,Emma Slater,TV Personality,Non-US,Mexico,53,9,Eliminated Week 6,6,6,126.0,21.0,7.456540752922899,6.222222222222221,8.5,14,1,1,7.94,6.81,17,43749.0,767.5,11,2021,45-55,False,Veteran
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,10,Eliminated Week 5,5,5,104.0,20.8,3.5637059362410928,6.5,6.8,14,0,0,8.46,7.32,19,866207.0,15196.6,11,2021,45-55,True,Veteran
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,12,Eliminated Week 3,3,3,50.0,16.666666666666668,4.163331998932265,5.0,10.333333333333334,14,2,4,6.44,7.21,12,166622.0,2923.2,11,2021,45-55,True,Veteran
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1,1st Place,11,11,349.0,31.727272727272727,7.603826787755086,9.121212121212121,1.7272727272727273,14,3,9,5.26,8.37,20,468697.0,8222.8,11,2021,<25,True,Veteran
33,Anna Delvey,Ezra Sosa,Con artist,Non-US,Russia,33,12,Eliminated Week 2,2,2,35.0,17.5,0.7071067811865476,5.833333333333334,9.5,13,0,0,12.0,5.83,1,44330.0,624.4,9,2021,25-35,False,New
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,9,Eliminated Week 4,4,4,100.5,25.125,7.145802963978227,7.072916666666667,6.25,13,0,0,8.46,7.32,19,467113.0,6579.1,9,2021,25-35,True,Veteran
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3,3rd Place,9,9,261.5,29.055555555555557,3.7950991789119,9.069444444444445,1.4444444444444444,13,0,1,9.12,7.45,8,301703.0,4249.3,9,2021,<25,True,Experienced
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5,5th Place,9,9,241.0,26.77777777777778,4.757304325397361,8.314814814814817,4.444444444444445,13,1,5,5.5,7.91,16,826409.0,11639.6,9,2021,35-45,True,Veteran
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,6,Eliminated Week 7,7,7,178.0,25.428571428571427,3.4572215654165057,7.821428571428571,5.285714285714286,13,1,3,4.6,7.85,5,562549.0,7923.2,9,2021,35-45,True,Experienced
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,10,Eliminated Week 3,3,3,53.0,17.666666666666668,4.618802153517006,5.25,11.666666666666666,13,0,0,10.0,6.12,6,856433.0,12062.4,9,2021,55+,True,Experienced
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2,2nd Place,9,9,232.0,25.77777777777778,4.25816209701374,8.037037037037036,4.888888888888889,13,1,2,6.11,7.69,9,1097665.0,15460.1,9,2021,25-35,True,Experienced
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,7,Eliminated Week 6,6,6,157.5,26.25,6.064239441183041,7.875,4.833333333333333,13,0,2,6.08,8.14,17,195230.0,2749.7,9,2021,25-35,True,Veteran
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1,1st Place,9,9,258.0,28.666666666666668,5.2141634036535525,8.898148148148147,1.6666666666666667,13,2,4,6.44,7.21,12,178050.0,2507.7,9,2021,25-35,True,Veteran
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,8,Eliminated Week 5,5,5,124.0,24.8,5.263078946776306,7.266666666666666,5.6,13,0,0,8.0,7.29,1,186615.0,2628.4,9,2021,45-55,True,New
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,10,Eliminated Week 3,3,3,52.0,17.333333333333332,3.214550253664319,5.194444444444444,11.666666666666666,13,1,1,7.94,6.81,17,326505.0,4598.7,9,2021,55+,True,Veteran
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4,4th Place,9,9,242.0,26.88888888888889,4.021642837337884,8.37037037037037,3.5555555555555554,13,0,0,6.67,7.22,3,232904.0,3280.3,9,2021,25-35,True,New
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,12,Eliminated Week 2,2,2,36.0,18.0,1.4142135623730951,6.0,10.0,13,0,1,10.43,6.61,7,325333.0,4582.2,9,2021,45-55,True,Experienced
34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,2,2nd Place,11,11,331.5,30.136363636363637,9.203507236621563,8.791666666666666,3.0,14,0,1,2.0,8.96,1,289672.0,4079.9,11,2022,<25,True,New
34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,7,Eliminated Week 9,9,9,204.0,22.666666666666668,7.937253933193772,6.398148148148148,10.222222222222221,14,0,0,7.0,6.58,1,100723.0,1418.6,11,2022,55+,True,New
34,Baron Davis,Britt Stewart,Athlete,California,United States,46,13,Eliminated Week 2,2,2,28.0,14.0,5.656854249492381,5.5,10.0,14,0,0,10.0,6.12,6,31825.0,448.2,11,2022,45-55,True,Experienced
34,Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,13,Eliminated Week 2,2,2,24.0,12.0,4.242640687119285,4.75,13.5,14,2,4,6.44,7.21,12,377518.0,5317.2,11,2022,45-55,True,Veteran
34,Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,8,Eliminated Week 8,8,8,210.0,26.25,9.300537618869138,7.572916666666666,7.125,14,0,1,10.43,6.61,7,128483.0,1809.6,11,2022,35-45,True,Experienced
34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,4,4th Place,11,11,318.8332,28.98483636363636,9.515032805752456,8.404036363636363,4.818181818181818,14,0,0,4.0,8.62,1,35.0,1.0,11,2022,25-35,True,New
34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,5,5th Place,11,11,306.9998,27.909072727272726,7.806463056863961,8.1856,5.363636363636363,14,0,0,5.0,8.3,1,52264.0,736.1,11,2022,45-55,True,New
34,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,11,Eliminated Week 4,4,4,80.0,20.0,4.08248290463863,7.25,4.5,14,0,0,8.46,7.32,19,90492.0,1274.5,11,2022,35-45,True,Veteran
34,Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,9,Eliminated Week 7,7,7,171.0,24.428571428571427,7.764387566686397,7.297619047619047,6.285714285714286,14,0,0,9.0,7.43,1,211263.0,2975.5,11,2022,25-35,True,New
34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,3,3rd Place,11,11,325.1666,29.5606,9.204549742382842,8.588381818181817,3.272727272727273,14,0,1,3.0,8.79,1,65426.0,921.5,11,2022,<25,True,New
34,Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,12,Eliminated Week 3,3,3,52.0,17.333333333333332,4.041451884327381,6.5,6.666666666666667,14,0,1,9.12,7.45,8,45337.0,638.5,11,2022,25-35,True,Experienced
34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,Non-US,Australia,22,1,1st Place,11,11,332.1666,30.196963636363638,8.982952822682831,8.838381818181817,2.8181818181818183,14,1,1,1.0,8.98,1,62903.0,886.0,11,2022,<25,False,New
34,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,10,Eliminated Week 6,6,6,129.0,21.5,7.20416546173115,6.638888888888889,8.166666666666666,14,0,0,6.67,7.22,3,85608.0,1205.7,11,2022,25-35,True,New
34,Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,6,Eliminated Week 10,10,10,310.5,31.05,9.476432755936052,8.970833333333333,1.5,14,3,10,5.19,8.31,30,41.0,0.9,11,2022,25-35,True,Veteran
