celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_withdrew,is_controversial,contestants,weeks,judges,voting_method,is_allstar,active_weeks,week1_total,week1_avg,week2_total,week2_avg,week3_total,week3_avg,week4_total,week4_avg,week5_total,week5_avg,week6_total,week6_avg,week7_total,week7_avg,week8_total,week8_avg,week9_total,week9_avg,week10_total,week10_avg,week11_total,week11_avg,overall_avg_score,elimination_week,is_finalist,final_rank,total_pageviews,avg_daily_pageviews,ind_Actor/Actress,ind_Athlete,ind_Comedian,ind_Con artist,ind_Conservationist,ind_Entrepreneur,ind_Fitness Instructor,ind_Journalist,ind_Military,ind_Model,ind_Musician,ind_News Anchor,ind_Politician,ind_Producer,ind_Racing Driver,ind_Radio Personality,ind_Singer/Rapper,ind_Social Media Personality,ind_Social media personality,ind_TV Personality,log_pageviews
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,2,12.0,4.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.0,False,,196032.0,2761.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.186038291387401
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,6,17.0,5.666666666666667,18.0,6.0,22.0,7.333333333333333,22.0,7.333333333333333,21.0,7.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.722222222222222,6.0,False,,42726.0,601.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.662586317888776
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,10,18.0,6.0,18.0,6.0,24.0,8.0,24.0,8.0,29.0,9.666666666666666,22.0,7.333333333333333,27.0,9.0,30.0,10.0,30.0,10.0,28.5,9.5,0.0,0.0,8.35,10.0,False,,296525.0,4176.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.599890183288721
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,False,False,15,11,3,rank,False,11,20.0,6.666666666666667,21.0,7.0,24.0,8.0,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,30.0,10.0,30.0,10.0,28.9998,9.6666,30.0,10.0,30.0,10.0,8.787872727272728,,True,2.0,385686.0,5432.2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12.86278143867626
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,9,18.0,6.0,19.0,6.333333333333333,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,27.0,9.0,24.9998,8.333266666666667,0.0,0.0,0.0,0.0,7.8148074074074065,9.0,False,,207296.0,2919.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.241907826539125
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,False,False,15,11,3,rank,False,11,16.0,5.333333333333333,18.0,6.0,18.0,6.0,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,28.5,9.5,7.651515151515151,,True,3.0,517529.0,7289.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.1568227734559
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Non-US,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,False,False,15,11,3,rank,False,11,20.0,6.666666666666667,22.0,7.333333333333333,23.0,7.666666666666667,25.0,8.333333333333334,27.0,9.0,27.0,9.0,24.0,8.0,28.0,9.333333333333334,30.0,10.0,30.0,10.0,30.0,10.0,8.666666666666666,,True,1.0,224571.0,3163.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.321951647442
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,3,11.0,3.6666666666666665,16.0,5.333333333333333,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,3.0,False,,650781.0,9165.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.385929995677774
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,15,11,3,rank,False,7,19.0,6.333333333333333,16.0,5.333333333333333,21.0,7.0,24.0,8.0,26.0,8.666666666666666,27.0,9.0,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.380952380952381,7.0,False,,188469.0,2654.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.146694122010674
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,True,False,15,11,3,rank,False,7,18.0,6.0,18.0,6.0,22.0,7.333333333333333,21.0,7.0,24.0,8.0,25.0,8.333333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.285714285714286,-1.0,False,,508990.0,7168.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.140185613647455
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,2,13.0,3.25,15.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.5,2.0,False,,165204.0,2581.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.014942405954823
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,4,24.0,6.0,23.0,5.75,19.0,6.333333333333333,26.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.133333333333334,4.0,False,,702384.0,10974.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.46223696572194
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,9,26.0,6.5,27.0,6.75,23.0,7.666666666666667,36.5,9.125,36.0,9.0,34.0,8.5,38.0,9.5,42.0,10.5,36.0,9.0,0.0,0.0,0.0,,8.528571428571428,9.0,False,,455402.0,7115.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.028938020205361
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,4,24.0,6.0,22.0,5.5,20.0,6.666666666666667,28.5,7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.3,4.0,False,,281.0,4.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.641907070938114
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,7,24.0,6.0,26.0,6.5,22.0,7.333333333333333,32.5,8.125,32.0,8.0,34.0,8.5,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.5,7.0,False,,230030.0,3594.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.345969361431669
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,9,28.0,7.0,28.0,7.0,21.0,7.0,34.0,8.5,36.0,9.0,36.0,9.0,34.0,8.5,42.0,10.5,37.5,9.375,0.0,0.0,0.0,,8.471428571428572,9.0,False,,120759.0,1886.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.701560383820775
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,False,False,15,10,4,rank,False,10,21.0,5.25,25.0,6.25,19.0,6.333333333333333,31.5,7.875,28.0,7.0,40.0,10.0,34.0,8.5,35.0,8.75,37.5,9.375,40.0,10.0,0.0,,7.9743589743589745,,True,1.0,354856.0,5544.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.779470170403622
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,False,False,15,10,4,rank,False,10,24.0,6.0,24.0,6.0,18.0,6.0,29.0,7.25,32.0,8.0,36.0,9.0,36.0,9.0,38.0,9.5,35.5,8.875,38.0,9.5,0.0,,7.961538461538462,,True,3.0,39434.0,616.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.58240902583209
Melanie C,Gleb Savchenko,Singer/Rapper,Non-US,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,5,27.0,6.75,30.0,7.5,22.0,7.333333333333333,33.0,8.25,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.7894736842105265,5.0,False,,299886.0,4685.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.611161016014965
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,8,22.0,5.5,27.0,6.75,20.0,6.666666666666667,32.5,8.125,34.0,8.5,38.0,9.5,38.0,9.5,32.0,8.0,0.0,0.0,0.0,0.0,0.0,,7.854838709677419,8.0,False,,256049.0,4000.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.453128016890696
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,8,25.0,6.25,27.0,6.75,24.0,8.0,35.0,8.75,36.0,9.0,36.0,9.0,42.0,10.5,36.0,9.0,0.0,0.0,0.0,0.0,0.0,,8.419354838709678,8.0,False,,236534.0,3695.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12.373851467507796
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.5,9.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,False,False,15,10,4,rank,False,10,29.0,7.25,31.0,7.75,24.0,8.0,35.0,8.75,40.0,10.0,40.0,10.0,39.0,9.75,41.0,10.25,40.0,10.0,40.0,10.0,0.0,,9.205128205128204,,True,2.0,1072075.0,16751.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,13.885107513622303
Christine Chiu,Pasha Pashkov,TV Personality,Non-US,Taiwan China,38,30,Eliminated Week 3,14,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,3,25.0,6.25,24.0,6.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.363636363636363,3.0,False,,53085.0,829.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.879668518983348
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,7.0,7.0,8.0,7.5,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,15,10,4,rank,False,6,26.0,6.5,24.0,6.0,21.0,7.0,29.5,7.375,36.0,9.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.326086956521739,6.0,False,,166572.0,2602.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.023188930755026
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.5,8.5,8.5,8.5,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10.0,10.0,10.0,9.5,10.0,9.5,10.0,,,,,False,False,15,10,4,rank,False,10,28.0,7.0,32.0,8.0,24.0,8.0,34.0,8.5,39.0,9.75,38.0,9.5,34.0,8.5,42.0,10.5,39.5,9.875,39.0,9.75,0.0,,8.961538461538462,,False,,437112.0,6829.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.98794702188706
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,1,18.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.5,1.0,False,,100735.0,1574.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.520258512337021
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,3,21.0,5.25,21.0,5.25,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.5,3.0,False,,174009.0,2718.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.066868047809624
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,False,16,10,4,rank,False,5,28.0,7.0,28.0,7.0,28.0,7.0,32.0,8.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,-1.0,False,,657933.0,10280.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.396859901325309
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.5,9.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,5,23.0,5.75,24.0,6.0,29.0,7.25,28.0,7.0,35.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.95,5.0,False,,291203.0,4550.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.581779331474063
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,10.0,9.25,10.25,9.25,10.25,8.5,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,9,21.0,5.25,30.0,7.5,27.0,6.75,28.0,7.0,36.0,9.0,34.0,8.5,39.0,9.75,39.0,9.75,32.5,8.125,0.0,0.0,0.0,,7.958333333333333,9.0,False,,301354.0,4708.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.616044250776199
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.125,8.125,8.625,8.625,9.0,8.0,8.0,9.0,9.0,8.5,9.5,9.5,10.0,9.0,10.0,10.0,9.0,8.0,9.0,8.5,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,9,27.0,6.75,29.0,7.25,31.0,7.75,29.0,7.25,33.5,8.375,34.0,8.5,36.5,9.125,39.0,9.75,34.5,8.625,0.0,0.0,0.0,,8.152777777777779,9.0,False,,156570.0,2446.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.96126486020476
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.125,10.125,10.125,10.625,8.0,9.0,8.0,9.0,9.5,9.0,9.5,10.0,11.25,11.25,11.25,11.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,,,,,False,False,16,10,4,rank,False,10,29.0,7.25,32.0,8.0,33.0,8.25,36.0,9.0,41.0,10.25,34.0,8.5,38.0,9.5,45.0,11.25,36.5,9.125,38.0,9.5,0.0,,9.0625,,True,3.0,307369.0,4802.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.635807512611077
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,4,20.0,5.0,26.0,6.5,25.0,6.25,25.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,4.0,False,,68535.0,1070.9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11.13511443364388
Jessie James Decker,Alan Bersten,Singer/Rapper,Non-US,Italy,34,31,Eliminated Week 6,10,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,8.875,8.875,9.375,8.875,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,6,20.0,5.0,25.0,6.25,26.0,6.5,31.0,7.75,36.0,9.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.083333333333333,6.0,False,,169229.0,2644.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.039014015402131
